,CustomerID,Freq,SaleAmount,ElapsedDays,Freq_log,SaleAmount_log,ElapsedDays_log,ClusterLabel
66,12428,294,7956.46,36,5.68697535633982,8.981865132439246,3.6109179126442243,0
67,12429,97,3750.4,20,4.584967478670572,8.22988438262624,3.044522437723423,0
68,12430,11,256.4,54,2.4849066497880004,5.5506312951620265,4.007333185232471,1
69,12431,234,6419.95,46,5.459585514144159,8.767321360814657,3.8501476017100584,0
70,12432,108,5059.32,53,4.6913478822291435,8.529185001388596,3.9889840465642745,0
71,12433,420,13375.87,11,6.042632833682381,9.50128237507538,2.4849066497880004,0
72,12434,50,806.14,95,3.9318256327243257,6.6934971352559,4.564348191467836,3
73,12435,36,7829.89,90,3.6109179126442243,8.965831447914955,4.51085950651685,3
74,12436,16,509.01,110,2.833213344056216,6.234430333369278,4.709530201312334,2
75,12437,199,4951.41,12,5.298317366548036,8.507629605767502,2.5649493574615367,0
76,12438,98,2906.85,25,4.59511985013459,7.9751692554798295,3.258096538021482,0
77,12441,11,173.55,377,2.4849066497880004,5.162211233551045,5.934894195619588,2
78,12442,12,172.06,14,2.5649493574615367,5.153638355178593,2.70805020110221,1
79,12444,176,5005.46,32,5.176149732573829,8.518484357502437,3.4965075614664802,0
80,12445,4,133.4,33,1.6094379124341003,4.900820428089049,3.5263605246161616,1
81,12446,57,1002.3100000000001,68,4.060443010546419,6.9110598129904375,4.23410650459726,3
82,12447,26,476.49,254,3.295836866004329,6.168543217293113,5.541263545158426,2
83,12448,22,449.45,55,3.1354942159291497,6.110247083097449,4.02535169073515,1
84,12449,191,4067.29,33,5.2574953720277815,8.310978042729836,3.5263605246161616,0
85,12450,8,197.88,167,2.1972245773362196,5.292701627762401,5.123963979403259,2
86,12451,354,9035.52,21,5.872117789475416,9.109029423519523,3.091042453358316,0
87,12452,22,430.57,27,3.1354942159291497,6.067429722163682,3.332204510175204,1
88,12453,43,707.09,145,3.784189633918261,6.562571204258897,4.983606621708336,3
89,12454,15,3528.34,67,2.772588722239781,8.168866163607964,4.219507705176107,3
90,12455,90,2466.86,84,4.51085950651685,7.81110665732229,4.442651256490317,3
91,12456,125,3181.04,55,4.836281906951478,8.065277779528966,4.02535169073515,0
92,12457,62,2363.23,77,4.143134726391533,7.768207666517555,4.356708826689592,3
93,12458,38,947.4,82,3.6635616461296463,6.854776354191251,4.418840607796598,3
94,12461,35,826.88,105,3.58351893845611,6.718868216346018,4.663439094112067,3
95,12462,62,1189.59,29,4.143134726391533,7.082204261557526,3.4011973816621555,0
96,12463,83,1344.78,64,4.430816798843313,7.204729049594601,4.174387269895637,3
97,12464,29,1212.05,21,3.4011973816621555,7.100893128209941,3.091042453358316,1
98,12465,47,742.1899999999999,28,3.871201010907891,6.610951732080795,3.367295829986474,1
99,12468,38,729.5400000000001,198,3.6635616461296463,6.593783986707386,5.293304824724492,3
100,12471,459,19788.65,13,6.131226489483141,9.89291435274037,2.6390573296152584,0
101,12472,339,6572.11,43,5.8289456176102075,8.790742363252102,3.784189633918261,0
102,12473,167,3928.0499999999997,40,5.123963979403259,8.276152945361936,3.713572066704308,0
103,12474,422,7324.09,28,6.0473721790462776,8.899060720499207,3.367295829986474,0
104,12475,36,723.38,64,3.6109179126442243,6.585316116572351,4.174387269895637,3
105,12476,233,6816.42,26,5.455321115357702,8.82723638014411,3.295836866004329,0
106,12477,300,13219.74,33,5.707110264748875,9.489542087633343,3.5263605246161616,0
107,12478,36,680.99,14,3.6109179126442243,6.525014994979364,2.70805020110221,1
108,12479,31,527.2,22,3.4657359027997265,6.269474999863032,3.1354942159291497,1
109,12480,154,3281.63,39,5.043425116919247,8.096400209353131,3.6888794541139363,0
110,12481,216,5579.82,33,5.37989735354046,8.62709099798378,3.5263605246161616,0
111,12483,75,2484.98,28,4.330733340286331,7.818422226986002,3.367295829986474,0
112,12484,343,4527.32,43,5.840641657373398,8.418106288764006,3.784189633918261,0
113,12488,55,1298.66,20,4.02535169073515,7.169857970780942,3.044522437723423,0
114,12489,15,334.93,347,2.772588722239781,5.816902804925467,5.8522024797744745,2
115,12490,245,5417.93,16,5.5053315359323625,8.597653657970227,2.833213344056216,0
116,12491,26,460.40000000000003,49,3.295836866004329,6.134265345739653,3.912023005428146,1
117,12492,20,263.21000000000004,74,3.044522437723423,5.5767442414854775,4.31748811353631,1
118,12493,22,433.74,176,3.1354942159291497,6.0747481512447195,5.176149732573829,2
119,12494,77,1246.1000000000001,26,4.356708826689592,7.128576134926702,3.295836866004329,0
120,12497,14,1043.1,92,2.70805020110221,6.950910549296065,4.532599493153256,3
121,12498,23,403.70000000000005,32,3.1780538303479458,6.00314605188182,3.4965075614664802,1
122,12500,61,4257.82,34,4.127134385045092,8.356747405587967,3.5553480614894135,0
123,12501,149,2169.39,347,5.0106352940962555,7.682662153888476,5.8522024797744745,3
124,12502,147,3723.87,106,4.997212273764115,8.222787230875806,4.672828834461906,3
125,12504,9,482.04999999999995,29,2.302585092994046,6.180120167963518,3.4011973816621555,1
126,12506,23,73.5,243,3.1780538303479458,4.310799125385514,5.497168225293202,2
127,12507,21,1304.81,145,3.091042453358316,7.174578816863813,4.983606621708336,3
128,12508,68,397.88,37,4.23410650459726,5.988660619775247,3.6375861597263857,1
129,12509,7,176.5,295,2.0794415416798357,5.178970608915471,5.69035945432406,2
130,12510,33,982.5699999999999,153,3.5263605246161616,6.8911888096735625,5.0369526024136295,3
131,12512,31,132.18,77,3.4657359027997265,4.891701596682476,4.356708826689592,1
132,12513,35,612.29,123,3.58351893845611,6.418837907265026,4.820281565605037,3
133,12514,51,1017.68,278,3.9512437185814275,6.926262950537876,5.631211781821365,3
134,12515,16,383.7,364,2.833213344056216,5.95246380975825,5.8998973535824915,2
135,12516,26,1312.06,88,3.295836866004329,7.180115570136106,4.48863636973214,3
136,12517,279,2481.6,39,5.634789603169249,7.817061677081847,3.6888794541139363,0
137,12518,124,2056.89,11,4.8283137373023015,7.629436465014086,2.4849066497880004,0
138,12519,17,330.84,74,2.8903717578961645,5.804652925041163,4.31748811353631,1
139,12520,152,2634.26,90,5.030437921392435,7.876737127834484,4.51085950651685,3
140,12521,38,599.68,153,3.6635616461296463,6.39806234681208,5.0369526024136295,3
141,12522,12,192.72,50,2.5649493574615367,5.266413817535028,3.9318256327243257,1
142,12523,106,1789.77,30,4.672828834461906,7.490400973937009,3.4339872044851463,0
143,12524,144,4485.72,20,4.976733742420574,8.408877201532766,3.044522437723423,0
144,12526,71,1316.66,11,4.276666119016055,7.183612715167257,2.4849066497880004,0
145,12527,18,348.71000000000004,92,2.9444389791664403,5.857104239599851,4.532599493153256,2
146,12528,92,1933.48,20,4.532599493153256,7.567593835498341,3.044522437723423,0
147,12530,66,1662.28,70,4.204692619390966,7.416546835435133,4.2626798770413155,3
148,12531,17,125.22,25,2.8903717578961645,4.838026416156094,3.258096538021482,1
149,12532,16,349.83000000000004,41,2.833213344056216,5.860301775655642,3.7376696182833684,1
150,12534,63,1089.18,141,4.1588830833596715,6.9940980992041535,4.955827057601261,3
151,12535,34,716.35,102,3.5553480614894135,6.575563866544399,4.634728988229636,3
152,12536,261,12601.830000000002,54,5.568344503761097,9.441676670894656,4.007333185232471,0
153,12538,21,363.95,40,3.091042453358316,5.899760357897641,3.713572066704308,1
154,12539,273,5568.35,33,5.6131281063880705,8.625033629522884,3.5263605246161616,0
155,12540,478,13400.24,30,6.171700597410915,9.503102518971122,3.4339872044851463,0
156,12541,52,981.18,40,3.970291913552122,6.889774590946187,3.713572066704308,3
157,12544,19,372.7,47,2.995732273553991,5.923453336491439,3.871201010907891,1
158,12545,50,1000.39,86,3.9318256327243257,6.9091443138264115,4.465908118654584,3
159,12546,69,1161.5,57,4.248495242049359,7.058328137461511,4.060443010546419,3
160,12547,8,207.79999999999998,208,2.1972245773362196,5.341376856008484,5.342334251964811,2
161,12548,5,95.19999999999999,177,1.791759469228055,4.566429357671661,5.181783550292085,2
162,12550,57,964.83,90,4.060443010546419,6.872987835288763,4.51085950651685,3
163,12551,10,168.0,368,2.3978952727983707,5.1298987149230735,5.910796644040527,2
164,12552,20,437.82,49,3.044522437723423,6.084089306213804,3.912023005428146,1
165,12553,191,3692.28,19,5.2574953720277815,8.214270231095687,2.995732273553991,0
166,12556,119,599.56,61,4.787491742782046,6.397862553264747,4.127134385045092,3
167,12557,33,11990.960000000001,27,3.5263605246161616,9.391991704219834,3.332204510175204,0
168,12558,11,269.96,18,2.4849066497880004,5.601971208509516,2.9444389791664403,1
169,12559,21,561.71,321,3.091042453358316,6.33276439774036,5.7745515455444085,2
170,12560,105,2134.01,16,4.663439094112067,7.666226609492505,2.833213344056216,0
171,12561,16,238.85,313,2.833213344056216,5.480013727948073,5.749392985908253,2
172,12562,168,3781.7400000000002,19,5.1298987149230735,8.23820389374878,2.995732273553991,0
173,12564,21,456.9,272,3.091042453358316,6.12665081966305,5.60947179518496,2
174,12565,9,145.92,299,2.302585092994046,4.989888220951467,5.703782474656201,2
175,12566,19,351.65,97,2.995732273553991,5.865476063654188,4.584967478670572,2
176,12567,446,9401.28,33,6.102558594613569,9.148707492038316,3.5263605246161616,0
177,12569,188,4124.69,13,5.241747015059643,8.324988557507531,2.6390573296152584,0
178,12571,34,519.61,50,3.5553480614894135,6.255001200981438,3.9318256327243257,1
179,12572,60,1020.42,19,4.110873864173311,6.928949094989139,2.995732273553991,0
180,12573,28,160.54000000000002,238,3.367295829986474,5.08475279001415,5.476463551931511,2
181,12574,11,218.45,326,2.4849066497880004,5.391124416134243,5.7899601708972535,2
182,12576,88,1315.83,46,4.48863636973214,7.182982612166326,3.8501476017100584,3
183,12577,146,626.6,46,4.990432586778736,6.441903020858877,3.8501476017100584,3
184,12578,114,2794.51,32,4.74493212836325,7.935769837637909,3.4965075614664802,0
185,12579,29,440.42,89,3.4011973816621555,6.0899968031722285,4.499809670330265,3
186,12580,24,415.7,257,3.2188758248682006,6.032366538428407,5.552959584921617,2
187,12581,15,197.71,50,2.772588722239781,5.291846475417725,3.9318256327243257,1
188,12582,22,511.36,249,3.1354942159291497,6.239027502962935,5.521460917862246,2
189,12583,247,7281.38,13,5.5134287461649825,8.89321301083995,2.6390573296152584,0
190,12584,96,2338.15,14,4.574710978503383,7.757542894498013,2.70805020110221,0
191,12585,87,2040.1,245,4.477336814478207,7.621244157199997,5.5053315359323625,3
192,12586,11,196.94000000000003,28,2.4849066497880004,5.2879639544685455,3.367295829986474,1
193,12587,4,144.0,18,1.6094379124341003,4.976733742420574,2.9444389791664403,1
194,12588,10,214.89999999999998,50,2.3978952727983707,5.3748153375207615,3.9318256327243257,1
195,12589,35,646.68,39,3.58351893845611,6.473396747218991,3.6888794541139363,1
196,12590,68,9864.26,222,4.23410650459726,9.196774773912752,5.407171771460119,3
197,12591,26,452.84999999999997,328,3.295836866004329,6.117766746972636,5.796057750765372,2
198,12592,18,437.6,103,2.9444389791664403,6.083587835983788,4.6443908991413725,2
199,12593,21,418.09999999999997,119,3.091042453358316,6.038109554931026,4.787491742782046,2
200,12594,118,3338.2200000000003,48,4.77912349311153,8.113492525763553,3.8918202981106265,0
201,12596,27,618.27,62,3.332204510175204,6.428541364981557,4.143134726391533,1
202,12597,206,3811.22,30,5.332718793265369,8.245966975595675,3.4339872044851463,0
203,12598,132,3023.08,20,4.890349128221754,8.01436219197595,3.044522437723423,0
204,12599,62,1032.58,40,4.143134726391533,6.940783782995926,3.713572066704308,3
205,12600,64,2599.04,39,4.174387269895637,7.863282108506616,3.6888794541139363,0
206,12601,28,577.0600000000001,200,3.367295829986474,6.359677669513258,5.303304908059076,3
207,12602,12,153.12,69,2.5649493574615367,5.037731519757957,4.248495242049359,1
208,12603,2,739.1999999999999,32,1.0986122886681098,6.606920419952056,3.4965075614664802,1
209,12604,16,254.18,90,2.833213344056216,5.541969178493598,4.51085950651685,2
210,12607,101,1579.51,71,4.624972813284271,7.3655028587473295,4.276666119016055,3
211,12609,60,1126.85,89,4.110873864173311,7.0280684444921455,4.499809670330265,3
212,12610,106,2099.54,33,4.672828834461906,7.6499497335130995,3.5263605246161616,0
213,12611,65,1193.32,63,4.189654742026425,7.085332264745334,4.1588830833596715,3
214,12612,19,704.0400000000001,85,2.995732273553991,6.558254538791405,4.454347296253507,3
215,12613,153,3344.38,68,5.0369526024136295,8.115335568501695,4.23410650459726,0
216,12614,20,315.6,288,3.044522437723423,5.757639147446912,5.666426688112432,2
217,12615,105,2291.19,13,4.663439094112067,7.73726297143202,2.6390573296152584,0
218,12616,32,713.3,106,3.4965075614664802,6.571303042160927,4.672828834461906,3
219,12617,41,352.98,40,3.7376696182833684,5.869240414362608,3.713572066704308,1
220,12618,11,177.31,32,2.4849066497880004,5.183523608545955,3.4965075614664802,1
221,12619,90,3641.24,27,4.51085950651685,8.200354155974704,3.332204510175204,0
222,12620,92,1339.41,25,4.532599493153256,7.20073081629489,3.258096538021482,0
223,12621,467,13689.67,12,6.148468295917647,9.524469857917655,2.5649493574615367,0
224,12622,11,180.1,243,2.4849066497880004,5.199049364889368,5.497168225293202,2
225,12623,18,305.1,287,2.9444389791664403,5.723911845951367,5.662960480135946,2
226,12624,38,641.13,117,3.6635616461296463,6.464790775403018,4.770684624465665,3
227,12625,86,2683.82,222,4.465908118654584,7.895368965589599,5.407171771460119,3
228,12626,294,6620.48,34,5.68697535633982,8.798074188898816,3.5553480614894135,0
229,12627,230,4478.53,21,5.442417710521793,8.407273409191232,3.091042453358316,0
230,12628,41,786.46,15,3.7376696182833684,6.668812575758953,2.772588722239781,1
231,12630,64,1270.88,20,4.174387269895637,7.1482513998271635,3.044522437723423,0
232,12631,31,640.5,68,3.4657359027997265,6.463809184055691,4.23410650459726,3
233,12633,101,2163.98,69,4.624972813284271,7.6801664025186325,4.248495242049359,3
234,12635,101,1689.18,100,4.624972813284271,7.432590311121191,4.61512051684126,3
235,12637,382,6002.9,78,5.948034989180646,8.70016453705169,4.3694478524670215,0
236,12638,39,671.69,44,3.6888794541139363,6.511284599453549,3.8066624897703196,1
237,12639,22,486.1,249,3.1354942159291497,6.188469440812497,5.521460917862246,2
238,12640,53,1174.58,34,3.9889840465642745,7.06951692181073,3.5553480614894135,3
239,12641,10,185.9,126,2.3978952727983707,5.230573714461517,4.844187086458591,2
240,12642,47,1013.26,36,3.871201010907891,6.9219145615400475,3.6109179126442243,1
241,12643,24,3344.64,139,3.2188758248682006,8.11541328460481,4.941642422609304,3
242,12644,31,477.91,140,3.4657359027997265,6.171512688316606,4.948759890378168,3
243,12645,73,1775.18,44,4.30406509320417,7.482220269767765,3.8066624897703196,0
244,12646,45,1346.97,15,3.828641396489095,7.206355036031724,2.772588722239781,0
245,12647,121,3722.82,33,4.804021044733257,8.222505302105255,3.5263605246161616,0
246,12648,21,318.05,165,3.091042453358316,5.765347830314356,5.111987788356544,2
247,12649,31,623.51,118,3.4657359027997265,6.4369673422476765,4.77912349311153,3
248,12650,20,314.44,14,3.044522437723423,5.753968489569372,2.70805020110221,1
249,12651,9,114.0,345,2.302585092994046,4.74493212836325,5.846438775057725,2
250,12652,48,919.98,342,3.8918202981106265,6.82543832049292,5.8377304471659395,3
251,12653,43,2209.85,159,3.784189633918261,7.701132335950876,5.075173815233827,3
252,12654,38,601.98,21,3.6635616461296463,6.401884028681278,3.091042453358316,1
253,12656,126,4051.17,28,4.844187086458591,8.30700781907883,3.367295829986474,0
254,12657,47,1643.18,22,3.871201010907891,7.4049970586737315,3.1354942159291497,0
255,12658,36,686.05,29,3.6109179126442243,6.532407069777784,3.4011973816621555,1
256,12659,5,91.68,40,1.791759469228055,4.529152699564175,3.713572066704308,1
257,12660,13,245.1,22,2.6390573296152584,5.50573795739701,3.1354942159291497,1
258,12662,230,3849.78,11,5.442417710521793,8.256031004164345,2.4849066497880004,0
259,12664,37,4881.88,19,3.6375861597263857,8.49349048870337,2.995732273553991,0
260,12665,3,63.0,335,1.3862943611198906,4.1588830833596715,5.817111159963204,2
261,12667,33,620.13,69,3.5263605246161616,6.431540399799522,4.248495242049359,3
262,12668,161,3807.15,22,5.087596335232384,8.244898785891763,3.1354942159291497,0
263,12669,101,2744.0299999999997,161,4.624972813284271,7.917547282845659,5.087596335232384,3
264,12670,92,2996.05,21,4.532599493153256,8.005383750527514,3.091042453358316,0
265,12672,10,225.89999999999998,340,2.3978952727983707,5.424509391785796,5.831882477283517,2
266,12673,42,610.52,16,3.7612001156935624,6.415947661051908,2.833213344056216,1
267,12674,83,1970.6,49,4.430816798843313,7.586600674831223,3.912023005428146,0
268,12676,45,1331.39,35,3.828641396489095,7.194729601037682,3.58351893845611,3
269,12678,165,17628.46,53,5.111987788356544,9.777326645314199,3.9889840465642745,0
270,12679,48,1113.02,69,3.8918202981106265,7.015730373647435,4.248495242049359,3
271,12680,52,862.81,11,3.970291913552122,6.761352837213469,2.4849066497880004,1
272,12681,638,13787.54,25,6.459904454377535,9.531593091360708,3.258096538021482,0
273,12682,524,12279.82,14,6.263398262591624,9.415793974716065,2.70805020110221,0
274,12683,344,8476.57,15,5.84354441703136,9.045179131116987,2.772588722239781,0
275,12684,105,2283.63,18,4.663439094112067,7.733959364615189,2.9444389791664403,0
276,12685,157,2863.08,39,5.062595033026967,7.960002460651312,3.6888794541139363,0
277,12686,7,89.14,382,2.0794415416798357,4.501364017262502,5.948034989180646,2
278,12688,171,4873.8099999999995,124,5.147494476813453,8.491836408313453,4.8283137373023015,3
279,12689,72,1247.61,36,4.290459441148391,7.1297862115656185,3.6109179126442243,0
280,12690,16,389.01,216,2.833213344056216,5.966172379820607,5.37989735354046,2
281,12691,32,1035.8,39,3.4965075614664802,6.94389432559801,3.6888794541139363,1
282,12693,39,855.91,138,3.6888794541139363,6.753332895580138,4.9344739331306915,3
283,12694,37,869.67,81,3.6375861597263857,6.769263030204804,4.406719247264253,3
284,12695,27,582.1,18,3.332204510175204,6.368358698228111,2.9444389791664403,1
285,12697,41,957.59,39,3.7376696182833684,6.865463454791294,3.6888794541139363,1
286,12700,268,4939.99,18,5.594711379601839,8.505320994961897,2.9444389791664403,0
287,12701,53,797.71,90,3.9889840465642745,6.682997926190526,4.51085950651685,3
288,12702,12,219.0,30,2.5649493574615367,5.393627546352362,3.4339872044851463,1
289,12703,21,283.55,82,3.091042453358316,5.650908985049133,4.418840607796598,1
290,12704,88,2340.84,18,4.48863636973214,7.758692224146705,2.9444389791664403,0
291,12705,334,6868.29,26,5.814130531825066,8.834816031986259,3.295836866004329,0
292,12707,33,603.42,302,3.5263605246161616,6.404269320519532,5.713732805509369,2
293,12708,157,2712.91,40,5.062595033026967,7.906145678459555,3.713572066704308,0
294,12709,207,9706.52,26,5.337538079701318,9.180656121866383,3.295836866004329,0
295,12710,77,1149.02,107,4.356708826689592,7.047534612510416,4.68213122712422,3
296,12712,133,4396.13,39,4.897839799950911,8.388707334356674,3.6888794541139363,0
297,12713,38,848.55,11,3.6635616461296463,6.744706797531768,2.4849066497880004,1
298,12714,259,4708.86,20,5.560681631015528,8.45741346257719,3.044522437723423,0
299,12715,20,343.36,117,3.044522437723423,5.841687621789754,4.770684624465665,2
300,12716,69,1053.49,14,4.248495242049359,6.960812516706486,2.70805020110221,0
301,12717,55,1030.98,162,4.02535169073515,6.939234566008755,5.093750200806762,3
302,12718,19,238.25,82,2.995732273553991,5.477509030333064,4.418840607796598,1
303,12719,39,644.95,16,3.6888794541139363,6.47072210140631,2.833213344056216,1
304,12720,354,5781.73,13,5.872117789475416,8.662631168498326,2.6390573296152584,0
305,12721,161,2656.13,42,5.087596335232384,7.885001871924596,3.7612001156935624,0
306,12722,53,997.63,96,3.9889840465642745,6.906384339674138,4.574710978503383,3
307,12723,69,725.07,14,4.248495242049359,6.587646428909591,2.70805020110221,1
308,12724,53,1031.41,16,3.9889840465642745,6.9396511539657,2.833213344056216,1
309,12725,24,427.8,382,3.2188758248682006,6.060990609756592,5.948034989180646,2
310,12726,124,2609.1,39,4.8283137373023015,7.867143813759015,3.6888794541139363,0
311,12727,139,3980.7,21,4.941642422609304,8.2894641427604,3.091042453358316,0
312,12728,46,836.33,82,3.8501476017100584,6.7302182580203365,4.418840607796598,3
313,12729,26,453.01,124,3.295836866004329,6.118119224230488,4.8283137373023015,3
314,12731,274,18895.91,34,5.616771097666572,9.846753695617958,3.5553480614894135,0
315,12732,12,236.26000000000002,190,2.5649493574615367,5.469156586232957,5.25227342804663,2
316,12733,22,383.95,245,3.1354942159291497,5.953113455724059,5.5053315359323625,2
317,12734,4,110.39999999999999,363,1.6094379124341003,4.713127327493184,5.8971538676367405,2
318,12735,43,779.5699999999999,326,3.784189633918261,6.660024422032584,5.7899601708972535,3
319,12736,4,234.0,343,1.6094379124341003,5.459585514144159,5.840641657373398,2
320,12738,11,155.35,383,2.4849066497880004,5.05209708390385,5.950642552587727,2
321,12739,38,1013.04,89,3.6635616461296463,6.921697631104842,4.499809670330265,3
322,12740,27,427.6,74,3.332204510175204,6.060524083039477,4.31748811353631,1
323,12743,131,540.13,145,4.882801922586371,6.293659545728696,4.983606621708336,3
324,12744,222,21279.29,62,5.407171771460119,9.965536571182271,4.143134726391533,0
325,12747,103,4196.01,13,4.6443908991413725,8.342127645985029,2.6390573296152584,0
326,12748,4412,33053.19,11,8.392310009269547,10.405903614853912,2.4849066497880004,0
327,12749,199,4090.88,14,5.298317366548036,8.316759801128319,2.70805020110221,0
328,12750,15,275.88,139,2.772588722239781,5.623584199327089,4.941642422609304,2
329,12752,53,4366.78,92,3.9889840465642745,8.38201014985595,4.532599493153256,3
330,12753,197,21429.39,33,5.288267030694535,9.972565287088774,3.5263605246161616,0
331,12754,63,3010.74,246,4.1588830833596715,8.010273263812737,5.5093883366279774,3
332,12755,4,3811.95,291,1.6094379124341003,8.246158446737232,5.676753802268282,2
333,12756,4,112.07999999999998,97,1.6094379124341003,4.72809553282539,4.584967478670572,2
334,12757,364,7834.650000000001,26,5.8998973535824915,8.966439112421154,3.295836866004329,0
335,12758,97,2791.59,127,4.584967478670572,7.934724759609325,4.852030263919617,3
336,12759,95,1531.44,63,4.564348191467836,7.334616515331031,4.1588830833596715,3
337,12762,69,1898.52,18,4.248495242049359,7.549356501658852,2.9444389791664403,0
338,12763,18,494.08,149,2.9444389791664403,6.204719365671822,5.0106352940962555,2
